Case;"Player [1=Gössa; 2= player1; 3= player2; 4 = player3]";"Tune [1=Pellar; 2=Lorik; 3=JamtOlle; 4=Blecko; 5= Storpolska]";Volta;Section;SectionVolta;PerformanceMeasure;SectionMeasure;BarSTRING;Measure duration s;M dev;B1 ms;B2 ms;B3 ms;BP1;BP2;BP3;NDB1;NDB2;NDB3;"Rhythm Category [9999=E; 0=decreasing_or_stable; 2=repeated_ending]";"SB1 [1=unequal; 0= equal_or_NA]";"SB2 [1=unequal; 0= equal_or_NA]";"CND [1=decreasing; 2= stable; 3=increasing]";Tempo;M dev
994;4;3;3;2;1;60;4;B4;1.45;-0.04;377;531;544;0.26;0.37;0.37;3;4;1;3400;0;0;3;119;95.78293695
995;4;3;3;2;1;61;5;B5;1.44;-0.05;452;518;470;0.31;0.36;0.33;2;4;4;1400;0;0;3;119;94.93132555
996;4;3;3;2;1;62;6;B6;1.55;0.02;532;464;550;0.34;0.30;0.36;4;1;1;0;0;0;1;119;101.906298
997;4;3;3;2;1;63;7;B7;1.49;-0.02;480;524;490;0.32;0.35;0.33;2;1;2;0;1;0;1;119;98.45040381
998;4;3;3;2;1;64;8;B8;1.49;-0.02;493;472;525;0.33;0.32;0.35;3;1;1;9999;0;0;1;119;98.21415027
999;4;3;3;2;2;65;1;B1;1.51;0.00;437;586;488;0.29;0.39;0.32;1;2;2;1201;0;1;3;119;99.65364837
1000;4;3;3;2;2;66;2;B2;1.47;-0.03;396;570;502;0.27;0.39;0.34;3;2;1;0;0;1;1;119;96.78701434
1001;4;3;3;2;2;67;3;B3;1.53;0.01;540;538;454;0.35;0.35;0.30;2;2;2;2200;0;0;2;119;101.0066117
1002;4;3;3;2;2;68;4;B4;1.50;-0.01;396;536;568;0.26;0.36;0.38;3;4;1;3400;0;0;3;119;98.89681302
1003;4;3;3;2;2;69;5;B5;1.43;-0.06;401;535;496;0.28;0.37;0.35;1;4;4;1400;0;0;3;119;94.41349083
1004;4;3;3;2;2;70;6;B6;1.47;-0.03;529;411;532;0.36;0.28;0.36;4;1;1;0;0;0;1;119;97.05073917
1005;4;3;3;2;2;71;7;B7;1.51;-0.01;446;570;492;0.30;0.38;0.33;2;1;2;0;1;0;1;119;99.42426268
1006;2;4;1;1;1;1;1;A1;1.68;0.09;473;720;487;0.28;0.43;0.29;1;4;2;2211;1;1;3;117;109.2249968
1007;2;4;1;1;1;2;2;A2;1.54;0.00;540;460;536;0.35;0.30;0.35;3;1;1;0;0;0;1;117;99.88317134
1008;2;4;1;1;1;3;3;A3;1.45;-0.06;464;513;473;0.32;0.35;0.33;4;2;2;0;0;0;1;117;94.29460071
1009;2;4;1;1;1;4;4;A4;1.42;-0.08;353;587;480;0.25;0.41;0.34;1;3;1;1400;1;1;3;117;92.32112822
1010;2;4;1;1;1;5;5;A5;1.59;0.03;540;560;487;0.34;0.35;0.31;2;4;2;2211;1;1;3;117;103.1569413
1011;2;4;1;1;1;6;6;A6;1.58;0.03;553;453;573;0.35;0.29;0.36;4;1;1;0;0;0;1;117;102.7235089
1012;2;4;1;1;1;7;7;A7;1.45;-0.06;453;473;520;0.31;0.33;0.36;4;2;2;0;0;0;1;117;94.05485835
1013;2;4;1;1;1;8;8;A8;1.51;-0.02;467;540;500;0.31;0.36;0.33;2;2;1;9999;1;1;2;117;97.95575109
1014;2;4;1;1;1;9;9;A9;1.51;-0.02;493;480;533;0.33;0.32;0.35;1;1;1;2;0;0;2;117;97.95575102
1015;2;4;1;1;2;10;1;A1;1.55;0.01;540;500;507;0.35;0.32;0.33;2;4;2;2211;1;1;3;117;100.5563463
1016;2;4;1;1;2;11;2;A2;1.53;-0.01;527;480;520;0.34;0.31;0.34;4;1;1;0;0;0;1;117;99.25604867
1017;2;4;1;1;2;12;3;A3;1.56;0.01;467;580;513;0.30;0.37;0.33;4;2;2;0;0;0;1;117;101.4232113
1018;2;4;1;1;2;13;4;A4;1.52;-0.01;380;613;527;0.25;0.40;0.35;1;3;1;1400;1;1;3;117;98.82261612
1019;2;4;1;1;2;14;5;A5;1.56;0.01;593;447;520;0.38;0.29;0.33;2;4;2;2211;1;1;3;117;101.4232113
1020;2;4;1;1;2;15;6;A6;1.55;0.01;560;516;478;0.36;0.33;0.31;4;1;1;0;0;0;1;117;100.9897787
1021;2;4;1;1;2;16;7;A7;1.49;-0.03;507;487;493;0.34;0.33;0.33;4;2;2;0;0;0;1;117;96.65545351
1022;2;4;1;1;2;17;8;A8;1.47;-0.04;473;500;500;0.32;0.34;0.34;2;2;1;9999;1;1;2;117;95.78858841
1023;2;4;1;1;2;18;9;A9;1.49;-0.03;462;471;560;0.31;0.32;0.38;1;1;1;2;0;0;2;117;97.08888599
1024;2;4;1;2;1;19;1;B1;1.52;-0.01;502;550;468;0.33;0.36;0.31;2;2;2;2211;1;1;2;117;98.82261612
1025;2;4;1;2;1;20;2;B2;1.45;-0.06;487;473;493;0.33;0.33;0.34;4;4;2;2410;1;0;2;117;94.4882909
1026;2;4;1;2;1;21;3;B3;1.49;-0.03;444;546;497;0.30;0.37;0.33;2;2;2;2210;1;0;2;117;96.65545344
1027;2;4;1;2;1;22;4;B4;1.53;0.00;487;513;533;0.32;0.33;0.35;2;4;1;2410;1;0;3;117;99.68948122
1028;2;4;1;2;1;23;5;B5;1.54;0.00;478;562;500;0.31;0.36;0.32;4;2;2;0;0;0;1;117;100.1229137
1029;2;4;1;2;1;24;6;B6;1.58;0.03;573;453;553;0.36;0.29;0.35;4;2;4;0;0;1;1;117;102.7235089
1030;2;4;1;2;1;25;7;B7;1.59;0.04;587;467;540;0.37;0.29;0.34;4;3;2;0;0;0;1;117;103.5903739
1031;2;4;1;2;1;26;8;B8;1.54;0.00;593;420;527;0.39;0.27;0.34;4;1;1;9999;1;0;1;117;100.1229137
1032;2;4;1;2;2;27;1;B1;1.51;-0.02;522;492;493;0.35;0.33;0.33;2;2;2;2211;1;1;2;117;97.95575109
1033;2;4;1;2;2;28;2;B2;1.50;-0.02;488;499;513;0.33;0.33;0.34;4;4;2;2410;1;0;2;117;97.52231854
1034;2;4;1;2;2;29;3;B3;1.46;-0.05;400;533;525;0.27;0.37;0.36;2;3;2;2210;1;0;3;117;94.78492122
1035;2;4;1;2;2;30;4;B4;1.52;-0.01;475;499;550;0.31;0.33;0.36;2;4;2;2410;1;0;3;117;99.11111965
1036;2;4;1;2;2;31;5;B5;1.52;-0.01;484;503;532;0.32;0.33;0.35;4;3;2;0;0;0;1;117;98.81719824
1037;2;4;1;2;2;32;6;B6;1.56;0.02;546;541;474;0.35;0.35;0.30;3;2;4;0;0;1;1;117;101.5424052
1038;2;4;1;2;2;33;7;B7;1.56;0.02;576;452;536;0.37;0.29;0.34;4;3;2;0;0;0;1;117;101.6913977
1039;2;4;1;2;2;34;8;B8;1.62;0.05;592;453;575;0.37;0.28;0.35;4;1;1;9999;1;0;1;117;105.269925
1040;2;4;2;1;1;35;1;A1;1.67;0.09;536;563;573;0.32;0.34;0.34;2;4;2;2211;1;1;3;117;108.745512
1041;2;4;2;1;1;36;2;A2;1.60;0.04;534;513;553;0.33;0.32;0.35;4;1;1;0;0;0;1;117;104.0238064
1042;2;4;2;1;1;37;3;A3;1.51;-0.02;507;460;540;0.34;0.31;0.36;4;2;2;0;0;0;1;117;97.95575102
1043;2;4;2;1;1;38;4;A4;1.47;-0.04;360;593;520;0.24;0.40;0.35;1;4;1;1400;1;1;3;117;95.78858848
1044;2;4;2;1;1;39;5;A5;1.62;0.05;387;720;513;0.24;0.44;0.32;1;2;2;2211;1;1;3;117;105.324104
1045;2;4;2;1;1;40;6;A6;1.51;-0.02;533;467;513;0.35;0.31;0.34;3;1;1;0;0;0;1;117;98.38918357
1046;2;4;2;1;1;41;7;A7;1.53;-0.01;533;507;488;0.35;0.33;0.32;4;2;2;0;0;0;1;117;99.33731727
1047;2;4;2;1;1;42;8;A8;1.55;0.01;505;587;460;0.33;0.38;0.30;2;2;1;9999;1;1;2;117;100.9085101
1048;2;4;2;1;1;43;9;A9;1.55;0.01;520;447;587;0.33;0.29;0.38;1;1;1;2;0;0;2;117;100.9897787
1049;2;4;2;1;2;44;1;A1;1.66;0.08;553;553;553;0.33;0.33;0.33;2;4;2;2211;1;1;3;117;107.9246992
1050;2;4;2;1;2;45;2;A2;1.51;-0.02;533;440;533;0.35;0.29;0.35;2;1;1;0;0;0;1;117;97.95575109
1051;2;4;2;1;2;46;3;A3;1.47;-0.04;526;454;493;0.36;0.31;0.33;4;2;2;0;0;0;1;117;95.78858841
1052;2;4;2;1;2;47;4;A4;1.41;-0.08;360;587;467;0.25;0.42;0.33;1;3;1;1400;1;1;3;117;91.88769574
1053;2;4;2;1;2;48;5;A5;1.61;0.05;347;767;500;0.21;0.48;0.31;1;2;2;2211;1;1;3;117;104.8906715
1054;2;4;2;1;2;49;6;A6;1.58;0.03;567;473;538;0.36;0.30;0.34;4;1;1;0;0;0;1;117;102.6029604
1055;2;4;2;1;2;50;7;A7;1.51;-0.02;509;487;515;0.34;0.32;0.34;4;2;2;0;0;0;1;117;98.18059419
1056;2;4;2;1;2;51;8;A8;1.52;-0.01;506;531;482;0.33;0.35;0.32;2;2;1;9999;1;1;2;117;98.71832146
1057;2;4;2;1;2;52;9;A9;1.53;0.00;493;500;540;0.32;0.33;0.35;1;1;1;2;0;0;2;117;99.68948115
1058;2;4;2;2;1;53;1;B1;1.52;-0.01;533;473;510;0.35;0.31;0.34;2;2;2;2211;1;1;2;117;98.60860879
1059;2;4;2;2;1;54;2;B2;1.52;-0.01;503;502;513;0.33;0.33;0.34;4;4;2;2410;1;0;2;117;98.70206774
1060;2;4;2;2;1;55;3;B3;1.46;-0.05;345;613;500;0.24;0.42;0.34;2;2;2;2210;1;0;2;117;94.82284654
1061;2;4;2;2;1;56;4;B4;1.57;0.02;487;520;560;0.31;0.33;0.36;2;4;2;2410;1;0;3;117;101.8566438
1062;2;4;2;2;1;57;5;B5;1.59;0.04;513;515;565;0.32;0.32;0.35;4;3;2;0;0;0;1;117;103.5903739
1063;2;4;2;2;1;58;6;B6;1.57;0.02;573;453;547;0.36;0.29;0.35;4;2;4;0;0;1;1;117;102.2900764
1064;2;4;2;2;1;59;7;B7;1.61;0.05;600;457;557;0.37;0.28;0.35;4;3;2;0;0;0;1;117;104.8906715
1065;2;4;2;2;1;60;8;B8;1.47;-0.04;533;434;507;0.36;0.29;0.34;3;1;1;9999;1;0;1;117;95.78858841
1066;2;4;2;2;2;61;1;B1;1.57;0.02;497;494;578;0.32;0.32;0.37;2;2;2;2211;1;1;2;117;102.0354347
1067;2;4;2;2;2;62;2;B2;1.51;-0.02;463;503;545;0.31;0.33;0.36;4;4;2;2410;1;0;2;117;98.25102695
1068;2;4;2;2;2;63;3;B3;1.45;-0.06;325;621;505;0.22;0.43;0.35;2;2;2;2210;1;0;2;117;94.3257537
1069;2;4;2;2;2;64;4;B4;1.54;0.00;475;537;529;0.31;0.35;0.34;2;4;1;2410;1;0;3;117;100.2448166
1070;2;4;2;2;2;65;5;B5;1.57;0.02;507;520;547;0.32;0.33;0.35;4;2;2;0;0;0;1;117;102.2900763
1071;2;4;2;2;2;66;6;B6;1.61;0.04;520;509;577;0.32;0.32;0.36;3;2;4;0;0;1;1;117;104.457239
1072;2;4;2;2;2;67;7;B7;1.73;0.12;647;499;581;0.37;0.29;0.34;4;3;2;0;0;0;1;117;112.2590244
1073;3;4;1;1;1;1;1;A1;1.53;0.11;554;538;442;0.36;0.35;0.29;2;4;2;2211;1;1;3;130;110.9441825
1074;3;4;1;1;1;2;2;A2;1.41;0.02;447;488;477;0.32;0.35;0.34;3;1;2;0;0;0;1;130;102.1274262
1075;3;4;1;1;1;3;3;A3;1.36;-0.02;376;543;437;0.28;0.40;0.32;3;2;2;0;0;0;1;130;98.08641304
1076;3;4;1;1;1;4;4;A4;1.31;-0.05;254;599;457;0.19;0.46;0.35;1;4;1;1400;1;1;3;130;94.78012937
1077;3;4;1;1;1;5;5;A5;1.38;0.00;411;533;432;0.30;0.39;0.31;2;4;2;2211;1;1;3;130;99.55587239
1078;3;4;1;1;1;6;6;A6;1.37;-0.01;374;525;467;0.27;0.38;0.34;3;1;1;0;0;0;1;130;98.82114264
1079;3;4;1;1;1;7;7;A7;1.33;-0.04;386;493;447;0.29;0.37;0.34;4;2;2;0;0;0;1;130;95.88222395
1080;3;4;1;1;1;8;8;A8;1.45;0.05;523;513;417;0.36;0.35;0.29;3;1;1;9999;0;0;1;130;105.0663449
1081;3;4;1;1;1;9;9;A9;1.36;-0.02;401;523;437;0.29;0.38;0.32;1;1;1;2;0;0;2;130;98.45377788
1082;3;4;1;1;2;10;1;A1;1.43;0.04;381;604;447;0.27;0.42;0.31;1;2;2;2211;1;1;3;130;103.5968856
1083;3;4;1;1;2;11;2;A2;1.37;-0.01;398;501;472;0.29;0.37;0.34;3;1;1;0;0;0;1;130;99.18850755
1084;3;4;1;1;2;12;3;A3;1.39;0.00;411;513;462;0.30;0.37;0.33;4;2;2;0;0;0;1;130;100.290602
1085;3;4;1;1;2;13;4;A4;1.29;-0.07;269;564;452;0.21;0.44;0.35;1;4;1;1400;1;1;3;130;92.94330518
1086;3;4;1;1;2;14;5;A5;1.40;0.01;493;472;437;0.35;0.34;0.31;2;4;2;2211;1;1;3;130;101.3926966
1087;3;4;1;1;2;15;6;A6;1.32;-0.04;422;472;427;0.32;0.36;0.32;3;1;1;0;0;0;1;130;95.51485911
1088;3;4;1;1;2;16;7;A7;1.36;-0.02;411;508;437;0.30;0.37;0.32;4;2;2;0;0;0;1;130;98.08641297
1089;3;4;1;1;2;17;8;A8;1.48;0.07;538;452;488;0.36;0.31;0.33;3;1;1;9999;0;0;1;130;106.9031692
1090;3;4;1;1;2;18;9;A9;1.42;0.03;411;513;498;0.29;0.36;0.35;1;1;1;2;0;0;2;130;102.8621559
1091;3;4;1;2;1;19;1;B1;1.51;0.09;513;518;483;0.34;0.34;0.32;2;2;3;2211;1;1;2;130;109.4747231
1092;3;4;1;2;1;20;2;B2;1.38;0.00;406;498;472;0.30;0.36;0.34;2;4;2;2410;1;0;3;130;99.55587232
1093;3;4;1;2;1;21;3;B3;1.38;0.00;417;508;452;0.30;0.37;0.33;2;3;2;2210;1;0;3;130;99.54275221
1094;3;4;1;2;1;22;4;B4;1.38;0.00;376;518;483;0.27;0.38;0.35;2;4;2;2410;1;0;3;130;99.5689925
1095;3;4;1;2;1;23;5;B5;1.38;0.00;457;483;437;0.33;0.35;0.32;4;2;2;0;0;0;1;130;99.57063261
1096;3;4;1;2;1;24;6;B6;1.37;-0.01;396;528;443;0.29;0.39;0.32;3;2;4;0;0;1;1;130;98.85558306
1097;3;4;1;2;1;25;7;B7;1.32;-0.05;411;488;422;0.31;0.37;0.32;4;3;2;0;0;0;1;130;95.46565847
1098;3;4;1;2;1;26;8;B8;1.34;-0.03;417;441;477;0.31;0.33;0.36;3;1;1;9999;1;0;1;130;96.61695362
1099;3;4;1;2;2;27;1;B1;1.45;0.05;523;454;470;0.36;0.31;0.32;2;2;2;2211;1;1;2;130;104.6596196
1100;3;4;1;2;2;28;2;B2;1.34;-0.03;407;462;472;0.30;0.34;0.35;2;4;2;2410;1;0;3;130;97.02367893
1101;3;4;1;2;2;29;3;B3;1.34;-0.03;391;488;462;0.29;0.36;0.34;2;3;2;2210;1;0;3;130;96.98431846
1102;3;4;1;2;2;30;4;B4;1.33;-0.04;383;480;467;0.29;0.36;0.35;2;4;2;2410;1;0;3;130;96.24958879
1103;3;4;1;2;2;31;5;B5;1.37;-0.01;493;457;422;0.36;0.33;0.31;4;2;2;0;0;0;1;130;99.18850755
1104;3;4;1;2;2;32;6;B6;1.36;-0.02;431;508;417;0.32;0.37;0.31;3;2;4;0;0;1;1;130;98.08641297
1105;3;4;1;2;2;33;7;B7;1.34;-0.03;363;505;467;0.27;0.38;0.35;4;3;2;0;0;0;1;130;96.61695362
1106;3;4;1;2;2;34;8;B8;1.38;0.00;372;475;529;0.27;0.35;0.38;3;1;1;9999;1;0;1;130;99.55587232
1107;3;4;2;1;1;35;1;A1;1.52;0.10;467;569;483;0.31;0.37;0.32;2;4;2;2211;1;1;3;130;109.842088
1108;3;4;2;1;1;36;2;A2;1.37;-0.01;386;503;477;0.28;0.37;0.35;3;1;1;0;0;0;1;130;98.82114264
1109;3;4;2;1;1;37;3;A3;1.36;-0.02;383;526;447;0.28;0.39;0.33;4;2;2;0;0;0;1;130;98.08641297
1110;3;4;2;1;1;38;4;A4;1.33;-0.04;290;584;460;0.22;0.44;0.34;1;4;1;1400;1;1;3;130;96.42015106
1111;3;4;2;1;1;39;5;A5;1.46;0.06;465;518;477;0.32;0.35;0.33;2;4;2;2211;1;1;3;130;105.6305124
1112;3;4;2;1;1;40;6;A6;1.35;-0.02;361;525;463;0.27;0.39;0.34;3;1;1;0;0;0;1;130;97.55832603
1113;3;4;2;1;1;41;7;A7;1.36;-0.01;473;460;431;0.35;0.34;0.32;4;2;2;0;0;0;1;130;98.61449991
1114;3;4;2;1;1;42;8;A8;1.47;0.07;533;472;467;0.36;0.32;0.32;3;1;1;9999;0;0;1;130;106.5358044
1115;3;4;2;1;1;43;9;A9;1.39;0.00;450;439;500;0.32;0.32;0.36;1;1;1;2;0;0;2;130;100.439844
1116;3;4;2;1;2;44;1;A1;1.48;0.07;474;540;467;0.32;0.36;0.32;1;2;2;2211;1;1;3;130;107.0819316
1117;3;4;2;1;2;45;2;A2;1.41;0.02;405;520;487;0.29;0.37;0.34;3;1;1;0;0;0;1;130;102.0946258
1118;3;4;2;1;2;46;3;A3;1.36;-0.02;409;491;457;0.30;0.36;0.34;4;2;2;0;0;0;1;130;98.12905352
1119;3;4;2;1;2;47;4;A4;1.30;-0.06;304;544;452;0.23;0.42;0.35;1;4;1;1400;1;1;3;130;94.07492013
1120;3;4;2;1;2;48;5;A5;1.41;0.02;397;553;462;0.28;0.39;0.33;2;2;2;2211;1;1;2;130;102.1274262
1121;3;4;2;1;2;49;6;A6;1.33;-0.04;384;485;462;0.29;0.36;0.35;3;1;1;0;0;0;1;130;96.23974861
1122;3;4;2;1;2;50;7;A7;1.33;-0.04;406;488;437;0.31;0.37;0.33;4;2;2;0;0;0;1;130;96.25942896
1123;3;4;2;1;2;51;8;A8;1.47;0.06;569;417;483;0.39;0.28;0.33;3;1;1;9999;0;0;1;130;106.1684395
1124;3;4;2;1;2;52;9;A9;1.42;0.03;422;508;493;0.30;0.36;0.35;1;1;1;2;0;0;2;130;102.862156
1125;3;4;2;2;1;53;1;B1;1.49;0.08;477;513;503;0.32;0.34;0.34;2;2;2;2211;1;1;2;130;108.0052637
1126;3;4;2;2;1;54;2;B2;1.34;-0.03;411;443;486;0.31;0.33;0.36;2;4;2;2410;1;0;3;130;96.98431846
1127;3;4;2;2;1;55;3;B3;1.35;-0.03;386;492;468;0.29;0.37;0.35;2;3;2;2210;1;0;3;130;97.3516833
1128;3;4;2;2;1;56;4;B4;1.38;0.00;386;513;477;0.28;0.37;0.35;2;4;2;2410;1;0;3;130;99.55587239
1129;3;4;2;2;1;57;5;B5;1.38;0.00;477;447;452;0.35;0.32;0.33;4;2;2;0;0;0;1;130;99.58047264
1130;3;4;2;2;1;58;6;B6;1.34;-0.03;401;493;443;0.30;0.37;0.33;3;2;4;0;0;1;1;130;96.68583453
1131;3;4;2;2;1;59;7;B7;1.37;-0.01;404;494;467;0.30;0.36;0.34;4;3;2;0;0;0;1;130;98.72766141
1132;3;4;2;2;1;60;8;B8;1.33;-0.04;406;412;508;0.31;0.31;0.38;3;1;1;9999;1;0;1;130;95.88222395
1133;3;4;2;2;2;61;1;B1;1.50;0.09;543;463;497;0.36;0.31;0.33;2;2;2;2211;1;1;2;130;108.6793126
1134;3;4;2;2;2;62;2;B2;1.36;-0.01;428;462;472;0.31;0.34;0.35;2;4;2;2410;1;0;3;130;98.51445866
1135;3;4;2;2;2;63;3;B3;1.33;-0.04;381;484;461;0.29;0.37;0.35;2;3;2;2210;1;0;3;130;95.887144
1136;3;4;2;2;2;64;4;B4;1.38;0.00;416;488;472;0.30;0.35;0.34;2;4;1;2410;1;0;3;130;99.55095227
1137;3;4;2;2;2;65;5;B5;1.35;-0.03;488;467;391;0.36;0.35;0.29;4;2;2;0;0;0;1;130;97.3516833
1138;3;4;2;2;2;66;6;B6;1.40;0.01;453;497;447;0.32;0.36;0.32;3;2;4;0;0;1;1;130;101.0253317
1139;3;4;2;2;2;67;7;B7;1.35;-0.02;401;503;447;0.30;0.37;0.33;4;3;2;0;0;0;1;130;97.71904813
1140;4;4;1;1;1;1;1;A1;1.67;0.09;612;544;512;0.37;0.33;0.31;2;2;2;2211;1;1;2;118;109.1708346
1141;4;4;1;1;1;2;2;A2;1.63;0.07;508;556;568;0.31;0.34;0.35;3;1;2;0;0;0;1;118;106.8146296
1142;4;4;1;1;1;3;3;A3;1.56;0.02;516;528;512;0.33;0.34;0.33;4;2;2;0;0;0;1;118;101.8404189
1143;4;4;1;1;1;4;4;A4;1.53;0.00;396;563;573;0.26;0.37;0.37;1;4;1;1400;1;1;3;118;100.2696155
1144;4;4;1;1;1;5;5;A5;1.52;-0.01;460;540;516;0.30;0.36;0.34;2;2;2;2211;1;1;2;118;99.22241325
1145;4;4;1;1;1;6;6;A6;1.54;0.01;464;532;544;0.30;0.35;0.35;3;1;2;0;0;0;1;118;100.7932166
1146;4;4;1;1;1;7;7;A7;1.59;0.04;508;534;547;0.32;0.34;0.34;4;2;2;0;0;0;1;118;103.9348234
1147;4;4;1;1;1;8;8;A8;1.53;0.00;512;484;536;0.33;0.32;0.35;3;1;1;9999;0;0;1;118;100.2696155
1148;4;4;1;1;1;9;9;A9;1.60;0.05;471;529;600;0.29;0.33;0.38;1;1;1;2;0;0;2;118;104.7202251
1149;4;4;1;1;2;10;1;A1;1.65;0.08;508;588;556;0.31;0.36;0.34;2;2;2;2211;1;1;2;118;108.1236324
1150;4;4;1;1;2;11;2;A2;1.56;0.02;452;560;548;0.29;0.36;0.35;3;1;2;0;0;0;1;118;102.1022194
1151;4;4;1;1;2;12;3;A3;1.57;0.03;480;560;532;0.31;0.36;0.34;4;2;2;0;0;0;1;118;102.8876211
1152;4;4;1;1;2;13;4;A4;1.50;-0.02;392;552;556;0.26;0.37;0.37;1;4;2;1400;1;1;3;118;98.175211
1153;4;4;1;1;2;14;5;A5;1.53;0.00;480;540;512;0.31;0.35;0.33;2;2;2;2211;1;1;2;118;100.2696155
1154;4;4;1;1;2;15;6;A6;1.52;0.00;444;548;532;0.29;0.36;0.35;3;1;2;0;0;0;1;118;99.74601438
1155;4;4;1;1;2;16;7;A7;1.52;-0.01;460;512;544;0.30;0.34;0.36;4;2;2;0;0;0;1;118;99.22241325
1156;4;4;1;1;2;17;8;A8;1.56;0.02;528;476;552;0.34;0.31;0.35;3;1;1;9999;0;0;1;118;101.8404189
1157;4;4;1;1;2;18;9;A9;1.57;0.03;448;555;563;0.29;0.35;0.36;1;1;1;2;0;0;2;118;102.5126463
1158;4;4;1;2;1;19;1;B1;1.64;0.07;558;544;540;0.34;0.33;0.33;2;2;2;2211;1;1;2;118;107.4514049
1159;4;4;1;2;1;20;2;B2;1.51;-0.01;440;543;529;0.29;0.36;0.35;2;4;2;2410;1;0;3;118;98.96061269
1160;4;4;1;2;1;21;3;B3;1.56;0.02;448;544;568;0.29;0.35;0.36;2;2;2;2210;1;0;2;118;102.1022194
1161;4;4;1;2;1;22;4;B4;1.56;0.02;504;492;568;0.32;0.31;0.36;2;4;1;2410;1;0;3;118;102.36402
1162;4;4;1;2;1;23;5;B5;1.46;-0.04;452;484;524;0.31;0.33;0.36;4;2;2;0;0;0;1;118;95.55720538
1163;4;4;1;2;1;24;6;B6;1.47;-0.04;480;534;454;0.33;0.36;0.31;3;2;4;0;0;1;1;118;96.09035129
1164;4;4;1;2;1;25;7;B7;1.45;-0.05;487;461;504;0.34;0.32;0.35;4;3;2;0;0;0;1;118;95.02405946
1165;4;4;1;2;1;26;8;B8;1.50;-0.02;488;452;556;0.33;0.30;0.37;3;1;1;9999;1;0;1;118;97.93250009
1166;4;4;1;2;2;27;1;B1;1.66;0.09;544;525;591;0.33;0.32;0.36;2;2;2;2211;1;1;2;118;108.6281439
1167;4;4;1;2;2;28;2;B2;1.44;-0.06;400;536;507;0.28;0.37;0.35;2;4;3;2410;1;0;3;118;94.41319144
1168;4;4;1;2;2;29;3;B3;1.53;0.00;505;493;535;0.33;0.32;0.35;2;2;2;2210;1;0;2;118;100.3664272
1169;4;4;1;2;2;30;4;B4;1.41;-0.08;364;520;524;0.26;0.37;0.37;2;4;1;2410;1;0;3;118;92.15379806
1170;4;4;1;2;2;31;5;B5;1.53;0.00;444;536;552;0.29;0.35;0.36;4;3;2;0;0;0;1;118;100.2696155
1171;4;4;1;2;2;32;6;B6;1.58;0.03;528;548;500;0.34;0.35;0.32;3;2;4;0;0;1;1;118;103.1494217
1172;4;4;1;2;2;33;7;B7;1.42;-0.07;424;500;496;0.30;0.35;0.35;4;3;2;0;0;0;1;118;92.93919975
1173;4;4;1;2;2;34;8;B8;1.55;0.01;508;464;575;0.33;0.30;0.37;3;1;1;9999;1;0;1;118;101.2363686
1174;4;4;2;1;1;35;1;A1;1.63;0.07;573;564;492;0.35;0.35;0.30;2;2;2;2211;1;1;2;118;106.6332782
1175;4;4;2;1;1;36;2;A2;1.53;0.00;437;539;552;0.29;0.35;0.36;3;1;2;0;0;0;1;118;100.0078149
1176;4;4;2;1;1;37;3;A3;1.55;0.01;440;520;588;0.28;0.34;0.38;4;2;2;0;0;0;1;118;101.3168178
1177;4;4;2;1;1;38;4;A4;1.55;0.01;396;559;593;0.26;0.36;0.38;1;4;1;1400;1;1;3;118;101.3168178
1178;4;4;2;1;1;39;5;A5;1.48;-0.03;468;516;500;0.32;0.35;0.34;2;2;2;2211;1;1;2;118;97.12800875
1179;4;4;2;1;1;40;6;A6;1.52;0.00;484;496;544;0.32;0.33;0.36;3;1;2;0;0;0;1;118;99.74601438
1180;4;4;2;1;1;41;7;A7;1.50;-0.02;440;535;526;0.29;0.36;0.35;4;2;2;0;0;0;1;118;98.175211
1181;4;4;2;1;1;42;8;A8;1.58;0.03;596;477;505;0.38;0.30;0.32;3;1;1;9999;0;0;1;118;103.2939574
1182;4;4;2;1;1;43;9;A9;1.64;0.07;502;520;616;0.31;0.32;0.38;1;1;1;2;0;0;2;118;107.1732418
1183;4;4;2;1;2;44;1;A1;1.63;0.07;432;603;597;0.26;0.37;0.37;2;2;2;2211;1;1;2;118;106.8350827
1184;4;4;2;1;2;45;2;A2;1.50;-0.02;435;528;535;0.29;0.35;0.36;3;1;2;0;0;0;1;118;98.06612741
1185;4;4;2;1;2;46;3;A3;1.47;-0.04;410;538;518;0.28;0.37;0.35;4;2;2;0;0;0;1;118;95.92808953
1186;4;4;2;1;2;47;4;A4;1.51;-0.01;380;568;560;0.25;0.38;0.37;1;4;2;1400;1;1;3;118;98.69881213
1187;4;4;2;1;2;48;5;A5;1.53;0.00;564;464;504;0.37;0.30;0.33;2;4;2;2211;1;1;3;118;100.2696155
1188;4;4;2;1;2;49;6;A6;1.51;-0.01;452;532;523;0.30;0.35;0.35;3;2;2;0;0;0;1;118;98.61427234
1189;4;4;2;1;2;50;7;A7;1.51;-0.01;457;545;507;0.30;0.36;0.34;4;2;2;0;0;0;1;118;98.78335192
1190;4;4;2;1;2;51;8;A8;1.60;0.05;596;425;575;0.37;0.27;0.36;3;1;1;9999;0;0;1;118;104.504785
1191;4;4;2;1;2;52;9;A9;1.53;0.00;443;520;563;0.29;0.34;0.37;1;1;1;2;0;0;2;118;99.90145846
